"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",241098,46049,52612,24202,311519,-1,0,2037151,13223,0
"Ice Harbor",85749,15905,10774,3143,860,0,0,141479,92,0
"John Day",168911,35658,22452,9943,254739,0,1,0,2094,0
"Little Goose",81167,17899,7236,3362,876,0,0,0,15,0
"Lower Granite",77848,19246,10734,4271,820,0,0,14074,2,0
"Lower Monumental",86590,16356,12848,4311,986,0,0,0,26,0
"McNary",153957,28069,16458,6130,220277,3,0,713748,280,0
"Priest Rapids",62729,3575,1252,0,251293,0,0,5195,529,0
"Prosser",7678,1878,1446,1349,419,0,0,0,6,0
"Roza",5260,1510,294,247,163,8,0,0,0,0
"Rock Island",58290,5803,825,464,231793,0,0,0,49,56
"Rocky Reach",36114,3066,759,431,187441,0,0,0,29,120
"The Dalles",192773,37891,27629,13330,264577,0,0,824909,3062,0
"Tumwater",4180,830,311,0,17914,0,0,0,0,0
"Wanapum",53269,3256,1115,0,196697,0,0,224,227,0
"Wells",27058,2981,305,180,166263,0,0,0,0,68
"Willamette Falls",33850,1416,21364,0,0,0,0,0,0,0
