"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",740942,128185,322752,108070,315666,83089,5487,2045668,24275,0
"Ice Harbor",124557,31812,134933,33758,958,2747,271,145569,411,0
"John Day",412160,93789,219114,71066,260632,30039,3533,0,5728,0
"Little Goose",115549,31433,111553,29093,1056,2391,449,0,85,0
"Lower Granite",111157,34587,107594,29469,1116,1991,204,16968,48,0
"Lower Monumental",121462,33905,130016,34722,1119,2525,450,0,141,0
"McNary",373468,67528,184777,55878,226527,20415,2820,745984,1490,0
"Priest Rapids",128980,11772,17912,0,266896,5834,542,6383,5058,0
"Prosser",9809,2216,2191,2050,753,1676,180,0,7,0
"Roza",5428,1628,297,248,757,20,0,0,0,0
"Rock Island",86796,12145,15770,6601,259208,6229,427,0,1506,59
"Rocky Reach",62673,7803,12070,4743,218295,1440,112,0,1395,124
"The Dalles",500552,105292,249154,81613,269256,37876,3743,828067,7020,0
"Tumwater",6981,1340,941,0,39913,117,0,0,0,0
"Wanapum",86040,7841,14865,0,212317,1965,235,319,3059,0
"Wells",47983,6674,8986,3641,207579,689,9,0,0,68
"Willamette Falls",36003,1931,22747,0,0,7319,2178,0,0,0
