"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",713423,120965,315340,106228,315666,71103,4506,2045668,24214,0
"Ice Harbor",121104,29059,110548,28069,958,2064,219,145569,407,0
"John Day",385928,85861,193570,63373,260629,24519,3086,0,5678,0
"Little Goose",111343,28913,83482,22952,1056,1205,255,0,84,0
"Lower Granite",106177,31241,79266,22965,1114,733,111,16968,48,0
"Lower Monumental",117769,30999,103131,28471,1119,1453,288,0,141,0
"McNary",339247,60553,156688,48395,226511,15748,2349,745984,1469,0
"Priest Rapids",117682,10687,16698,0,266896,3681,379,6378,4911,0
"Prosser",9516,2159,1893,1767,752,662,89,0,7,0
"Roza",5422,1624,295,248,754,9,0,0,0,0
"Rock Island",84435,11645,14486,6130,259200,2788,278,0,1443,59
"Rocky Reach",60912,7413,10874,4326,218285,553,50,0,1349,124
"The Dalles",474222,97500,229506,75914,269255,31907,3335,828067,6984,0
"Tumwater",6960,1337,879,0,39906,45,0,0,0,0
"Wanapum",81024,7341,13782,0,212317,1217,176,317,2921,0
"Wells",47346,6477,7856,3233,207568,178,3,0,0,68
"Willamette Falls",35731,1838,22667,0,0,4480,1490,0,0,0
