"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,191,71,0,-1,0,0,0,0
"Ice Harbor",0,0,31,13,0,0,0,0,0,0
"John Day",1,2,74,37,0,0,1,0,-1,0
"Lower Monumental",0,0,278,112,0,0,0,0,0,0
"McNary",3,0,63,18,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,104,96,0,0,0,0,0,0
"Roza",0,0,0,0,0,6,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",1,0,5,2,0,0,0,0,0,0
"Tumwater",0,0,2,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,295,0,0,0,0,0,0,0
