"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",142,0,1954,736,0,-1,0,0,0,0
"Ice Harbor",2,0,2486,498,0,0,0,0,0,0
"John Day",3,6,2875,961,0,0,1,0,-1,0
"Little Goose",1,1,1609,820,0,0,0,0,0,0
"Lower Granite",0,0,3736,1160,0,0,0,0,0,0
"Lower Monumental",0,0,4520,974,0,0,0,0,0,0
"McNary",8,0,3769,1028,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1033,973,0,0,0,0,0,0
"Roza",0,0,76,61,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",29,2,982,425,0,0,0,0,0,0
"Tumwater",0,0,21,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",27,0,3458,0,0,0,0,0,0,0
