"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",16,0,1079,417,0,-1,0,0,0,0
"Ice Harbor",2,0,898,254,0,0,0,0,0,0
"John Day",1,5,1382,454,0,0,1,0,-1,0
"Little Goose",0,1,413,201,0,0,0,0,0,0
"Lower Granite",0,0,630,176,0,0,0,0,0,0
"Lower Monumental",0,0,2127,743,0,0,0,0,0,0
"McNary",6,0,829,270,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,785,746,0,0,0,0,0,0
"Roza",0,0,31,21,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",9,0,356,150,0,0,0,0,0,0
"Tumwater",0,0,7,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",1,0,2418,0,0,0,0,0,0,0
