"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",257409,49542,170513,69897,315583,113,35,2045077,21182,0
"Ice Harbor",87293,16193,23995,7417,956,0,0,145339,269,0
"John Day",179381,38465,55841,24925,260426,9,6,0,4233,0
"Little Goose",82936,18376,13580,5963,1049,0,0,0,55,0
"Lower Granite",79475,19941,15359,6302,1085,0,0,16870,24,0
"Lower Monumental",88145,16780,24238,8668,1116,0,0,0,87,0
"McNary",164957,30148,43748,17929,226294,3,0,744199,925,0
"Priest Rapids",75769,4938,5163,0,266739,0,0,6169,2125,0
"Prosser",7820,1926,1446,1349,667,0,0,0,6,0
"Roza",5348,1578,294,247,637,8,0,0,0,0
"Rock Island",73759,7961,3738,1945,258774,0,0,0,374,59
"Rocky Reach",51967,4758,2651,1294,217808,0,0,0,293,123
"The Dalles",205365,40912,79254,36523,269110,8,2,827764,5576,0
"Tumwater",6705,1278,500,0,38779,0,0,0,0,0
"Wanapum",65638,4166,4751,0,212164,0,0,272,936,0
"Wells",41097,4748,1332,662,206859,0,0,0,0,68
"Willamette Falls",34644,1534,22121,0,0,8,11,0,0,0
