"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",1234,3,2818,1051,0,-1,0,0,0,0
"Ice Harbor",37,1,4146,972,0,0,0,0,0,0
"John Day",230,9,3979,1448,0,0,1,0,-1,0
"Little Goose",11,1,2954,1415,0,0,0,0,0,0
"Lower Granite",6,0,6615,2286,0,0,0,0,0,0
"Lower Monumental",15,0,6187,1690,0,0,0,0,0,0
"McNary",71,0,5382,1592,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",1,0,1210,1131,0,0,0,0,0,0
"Roza",0,0,152,121,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",415,5,1963,820,0,0,0,0,0,0
"Tumwater",0,0,56,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",225,0,4585,0,0,0,0,0,0,0
