"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",171226,29965,6840,2031,5456,-1,0,817747,2652,0
"Ice Harbor",67347,11040,5703,1615,1,0,0,11496,3,0
"John Day",110917,22064,5564,2207,1984,0,1,0,149,0
"Little Goose",59844,10957,5128,2585,2,0,0,0,0,0
"Lower Granite",56918,11404,9102,3650,0,0,0,54,0,0
"Lower Monumental",65758,10391,8349,2852,0,0,0,0,1,0
"McNary",96446,17348,6664,2192,682,2,0,76016,14,0
"Priest Rapids",16742,1765,83,0,117,0,0,6,35,0
"Prosser",6635,1286,1431,1337,0,0,0,0,6,0
"Roza",3036,375,294,247,0,8,0,0,0,0
"Rock Island",15449,2398,150,88,16,0,0,0,1,28
"Rocky Reach",6234,1067,363,246,8,0,0,0,0,75
"The Dalles",130497,24335,3064,1197,2572,0,0,326078,179,0
"Tumwater",197,5,248,0,0,0,0,0,0,0
"Wanapum",15004,1836,125,0,59,0,0,2,21,0
"Wells",4421,1203,102,73,0,0,0,0,0,44
"Willamette Falls",25072,967,15062,0,0,0,0,0,0,0
