"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,549,207,0,-1,0,0,0,0
"Ice Harbor",0,0,258,117,0,0,0,0,0,0
"John Day",1,5,239,105,0,0,1,0,-1,0
"Lower Monumental",0,0,944,367,0,0,0,0,0,0
"McNary",6,0,158,56,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,533,506,0,0,0,0,0,0
"Roza",0,0,5,5,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",4,0,25,13,0,0,0,0,0,0
"Tumwater",0,0,3,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1414,0,0,0,0,0,0,0
