"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,675,257,0,-1,0,0,0,0
"Ice Harbor",0,0,404,155,0,0,0,0,0,0
"John Day",1,5,468,167,0,0,1,0,-1,0
"Lower Monumental",0,0,1363,503,0,0,0,0,0,0
"McNary",6,0,180,67,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,625,593,0,0,0,0,0,0
"Roza",0,0,9,6,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",5,0,53,28,0,0,0,0,0,0
"Tumwater",0,0,4,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1746,0,0,0,0,0,0,0
