"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",766414,134083,331158,110559,315666,118535,7302,2045668,24321,0
"Ice Harbor",126873,33545,170685,43479,958,4140,374,145569,416,0
"John Day",437109,99904,250024,82192,260634,41472,4156,0,5765,0
"Little Goose",119250,33979,157728,39758,1056,4231,743,0,83,0
"Lower Granite",115014,38116,161773,42672,1117,4356,419,16968,48,0
"Lower Monumental",123759,36104,175930,47432,1119,4524,638,0,141,0
"McNary",404129,74261,221860,67676,226533,28547,3474,745984,1502,0
"Priest Rapids",149756,13339,19181,0,266896,10495,830,6387,5194,0
"Prosser",12172,2429,3970,3680,753,5698,398,0,7,0
"Roza",5432,1630,305,252,758,492,4,0,0,0
"Rock Island",94808,13006,17142,7113,259217,14371,739,0,1557,59
"Rocky Reach",69699,8568,13559,5312,218305,4134,216,0,1419,131
"The Dalles",527149,112156,270178,88590,269257,48645,4376,828067,7033,0
"Tumwater",6999,1341,1352,0,39913,734,0,0,0,0
"Wanapum",95249,8640,16093,0,212317,5890,393,320,3181,0
"Wells",50852,7099,10560,4270,207589,2658,20,0,0,68
"Willamette Falls",36292,1997,22927,0,0,10363,2679,0,0,0
