"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",208839,38445,12355,3879,168254,-1,0,1827466,5560,0
"Ice Harbor",79647,13996,6220,1709,79,0,0,71718,16,0
"John Day",139872,28604,7429,2795,101250,0,1,0,468,0
"Little Goose",72987,14640,5309,2625,31,0,0,0,-1,0
"Lower Granite",69507,15339,9231,3683,10,0,0,3106,0,0
"Lower Monumental",79549,13597,8800,2939,54,0,0,0,4,0
"McNary",123357,22448,7671,2443,63664,3,0,386560,52,0
"Priest Rapids",29210,2427,177,0,27127,0,0,301,94,0
"Prosser",7449,1726,1435,1340,82,0,0,0,6,0
"Roza",4579,1037,294,247,3,8,0,0,0,0
"Rock Island",25091,3298,198,116,11896,0,0,0,2,42
"Rocky Reach",11036,1366,400,266,7028,0,0,0,0,104
"The Dalles",162771,31113,5129,1899,119819,0,0,719494,830,0
"Tumwater",978,88,255,0,17,0,0,0,0,0
"Wanapum",24107,2481,201,0,17579,0,0,18,44,0
"Wells",7268,1580,126,87,3473,0,0,0,0,62
"Willamette Falls",30279,1200,18788,0,0,0,0,0,0,0
