"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",168867,29455,6663,1988,3887,-1,0,752486,2497,0
"Ice Harbor",66593,10858,5687,1612,0,0,0,9378,3,0
"John Day",109126,21744,5525,2194,1476,0,1,0,134,0
"Little Goose",59327,10795,5124,2584,2,0,0,0,0,0
"Lower Granite",56399,11201,9099,3649,0,0,0,43,0,0
"Lower Monumental",64957,10196,8339,2851,0,0,0,0,1,0
"McNary",95086,17065,6643,2188,487,2,0,64205,14,0
"Priest Rapids",16527,1730,82,0,85,0,0,5,33,0
"Prosser",6583,1260,1431,1337,0,0,0,0,6,0
"Roza",2933,343,294,247,0,8,0,0,0,0
"Rock Island",15213,2342,149,88,9,0,0,0,1,27
"Rocky Reach",6146,1045,361,245,5,0,0,0,0,73
"The Dalles",128715,23987,3026,1189,1898,0,0,306389,145,0
"Tumwater",180,4,248,0,0,0,0,0,0,0
"Wanapum",14761,1797,123,0,42,0,0,1,20,0
"Wells",4365,1166,100,72,0,0,0,0,0,42
"Willamette Falls",24845,955,14762,0,0,0,0,0,0,0
