"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",701882,117839,312335,105490,315666,68316,4266,2045668,24190,0
"Ice Harbor",119758,28159,103044,26328,958,1749,206,145569,404,0
"John Day",373848,82283,184738,60939,260628,22699,2853,0,5661,0
"Little Goose",109739,28084,77010,21506,1056,1004,221,0,84,0
"Lower Granite",104187,30123,72027,21280,1114,466,81,16968,48,0
"Lower Monumental",116420,30077,96369,26888,1119,1190,255,0,141,0
"McNary",328245,57972,148911,46466,226505,13743,2214,745984,1460,0
"Priest Rapids",113688,10325,16298,0,266896,3108,338,6378,4851,0
"Prosser",9429,2139,1832,1711,751,474,72,0,7,0
"Roza",5421,1624,294,247,752,8,0,0,0,0
"Rock Island",83679,11514,14066,5970,259197,1990,235,0,1425,59
"Rocky Reach",60316,7296,10478,4183,218282,355,40,0,1333,124
"The Dalles",462983,94365,221889,73818,269255,30112,3185,828067,6969,0
"Tumwater",6957,1337,858,0,39902,28,0,0,0,0
"Wanapum",79534,7183,13465,0,212317,1058,157,317,2874,0
"Wells",47134,6409,7527,3115,207565,103,2,0,0,68
"Willamette Falls",35645,1802,22644,0,0,3701,1283,0,0,0
