"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",468358,77536,269879,95291,315660,28941,1859,2045668,23676,0
"Ice Harbor",98644,19312,48414,13535,958,64,14,145569,372,0
"John Day",241768,51577,113038,41610,260586,3942,759,0,5303,0
"Little Goose",90271,20242,29686,10694,1055,14,4,0,80,0
"Lower Granite",84506,21604,28678,10679,1105,1,0,16968,47,0
"Lower Monumental",97132,19894,45223,14487,1119,25,3,0,133,0
"McNary",205792,37359,83755,29898,226428,1129,241,745984,1340,0
"Priest Rapids",83651,7545,11406,0,266892,202,31,6359,4130,0
"Prosser",8166,1997,1478,1381,704,3,1,0,6,0
"Roza",5391,1608,294,247,727,8,0,0,0,0
"Rock Island",78335,10257,9407,4247,259141,40,20,0,1144,59
"Rocky Reach",56480,6375,6759,2890,218236,2,2,0,1055,124
"The Dalles",301236,59056,150225,56220,269236,6939,1122,828067,6643,0
"Tumwater",6933,1330,680,0,39754,0,0,0,0,0
"Wanapum",69621,5797,9539,0,212315,85,20,314,2223,0
"Wells",45414,5841,4479,1974,207507,0,0,0,0,68
"Willamette Falls",34988,1618,22446,0,0,197,124,0,0,0
