"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",766259,134060,331045,110513,315666,118198,7289,2045668,24323,0
"Ice Harbor",126853,33545,170099,43199,958,4131,373,145569,416,0
"John Day",436968,99862,249631,82112,260634,41455,4154,0,5765,0
"Little Goose",119224,33965,157259,39615,1056,4226,738,0,83,0
"Lower Granite",114968,38085,161019,42458,1117,4334,418,16968,48,0
"Lower Monumental",123737,36099,175237,47154,1119,4488,637,0,141,0
"McNary",404038,74233,221476,67598,226533,28522,3472,745984,1502,0
"Priest Rapids",149588,13323,19168,0,266896,10476,828,6387,5194,0
"Prosser",12135,2427,3896,3608,753,5655,394,0,7,0
"Roza",5432,1630,303,250,758,472,4,0,0,0
"Rock Island",94646,12995,17124,7106,259217,14334,737,0,1557,59
"Rocky Reach",69535,8557,13527,5297,218305,4119,215,0,1419,130
"The Dalles",527022,112104,270001,88531,269257,48633,4375,828067,7033,0
"Tumwater",6999,1341,1339,0,39913,727,0,0,0,0
"Wanapum",95158,8634,16079,0,212317,5872,392,320,3181,0
"Wells",50785,7093,10531,4257,207589,2632,20,0,0,68
"Willamette Falls",36291,1997,22921,0,0,10334,2674,0,0,0
