"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",9,0,971,374,0,-1,0,0,0,0
"Ice Harbor",1,0,682,204,0,0,0,0,0,0
"John Day",1,5,1172,377,0,0,1,0,-1,0
"Little Goose",0,0,180,87,0,0,0,0,0,0
"Lower Granite",0,0,291,77,0,0,0,0,0,0
"Lower Monumental",0,0,1855,689,0,0,0,0,0,0
"McNary",6,0,363,138,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,735,697,0,0,0,0,0,0
"Roza",0,0,20,14,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",8,0,266,108,0,0,0,0,0,0
"Tumwater",0,0,6,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,2225,0,0,0,0,0,0,0
