"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",445,0,2451,915,0,-1,0,0,0,0
"Ice Harbor",10,0,3403,689,0,0,0,0,0,0
"John Day",30,7,3493,1190,0,0,1,0,-1,0
"Little Goose",3,1,2231,1108,0,0,0,0,0,0
"Lower Granite",0,0,5408,1753,0,0,0,0,0,0
"Lower Monumental",1,0,5371,1319,0,0,0,0,0,0
"McNary",13,0,4891,1366,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1126,1054,0,0,0,0,0,0
"Roza",0,0,112,90,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",66,2,1674,684,0,0,0,0,0,0
"Tumwater",0,0,34,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",90,0,4044,0,0,0,0,0,0,0
