"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,571,216,0,-1,0,0,0,0
"Ice Harbor",0,0,273,122,0,0,0,0,0,0
"John Day",1,5,241,105,0,0,1,0,-1,0
"Lower Monumental",0,0,1020,400,0,0,0,0,0,0
"McNary",6,0,159,57,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,549,521,0,0,0,0,0,0
"Roza",0,0,6,6,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",4,0,29,15,0,0,0,0,0,0
"Tumwater",0,0,3,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1464,0,0,0,0,0,0,0
