"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",216909,40309,15277,5183,218989,-1,0,1932148,6549,0
"Ice Harbor",81481,14611,6518,1775,177,0,0,90440,22,0
"John Day",147351,30366,8602,3262,156611,0,1,0,663,0
"Little Goose",75461,15526,5417,2656,87,0,0,0,-1,0
"Lower Granite",72215,16324,9309,3705,49,0,0,5362,0,0
"Lower Monumental",81595,14278,9044,2995,148,0,0,0,5,0
"McNary",130948,23808,8344,2657,113422,3,0,484997,74,0
"Priest Rapids",35315,2626,264,0,68218,0,0,987,126,0
"Prosser",7544,1791,1437,1342,123,0,0,0,6,0
"Roza",4851,1187,294,247,21,8,0,0,0,0
"Rock Island",29441,3576,234,138,32131,0,0,0,5,44
"Rocky Reach",13818,1486,416,275,19326,0,0,0,1,107
"The Dalles",170260,32848,6546,2514,170635,0,0,768526,1068,0
"Tumwater",1402,158,258,0,332,0,0,0,0,0
"Wanapum",28812,2604,277,0,45642,0,0,29,57,0
"Wells",9305,1681,135,93,10832,0,0,0,0,65
"Willamette Falls",31466,1247,19549,0,0,0,0,0,0,0
