"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",156372,26843,5837,1790,462,-1,0,355916,1495,0
"Ice Harbor",62458,9723,5636,1607,0,0,0,1692,2,0
"John Day",100689,19853,5348,2146,121,0,1,0,85,0
"Little Goose",55111,9319,5102,2579,0,0,0,0,0,0
"Lower Granite",52037,9599,9087,3645,0,0,0,3,0,0
"Lower Monumental",60680,8878,8291,2842,0,0,0,0,1,0
"McNary",87898,15452,6543,2173,32,2,0,17239,10,0
"Priest Rapids",15053,1488,74,0,9,0,0,1,23,0
"Prosser",6259,1096,1431,1337,0,0,0,0,6,0
"Roza",2398,179,294,247,0,8,0,0,0,0
"Rock Island",14001,1954,142,83,0,0,0,0,0,20
"Rocky Reach",5644,811,350,239,0,0,0,0,0,55
"The Dalles",118568,21942,2823,1142,188,0,0,196119,32,0
"Tumwater",86,0,248,0,0,0,0,0,0,0
"Wanapum",13542,1501,115,0,2,0,0,1,12,0
"Wells",3955,888,92,66,0,0,0,0,0,31
"Willamette Falls",23009,851,13484,0,0,0,0,0,0,0
