"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",66,0,1588,604,0,-1,0,0,0,0
"Ice Harbor",2,0,1748,379,0,0,0,0,0,0
"John Day",2,6,2253,772,0,0,1,0,-1,0
"Little Goose",0,1,1113,575,0,0,0,0,0,0
"Lower Granite",0,0,2196,657,0,0,0,0,0,0
"Lower Monumental",0,0,3221,796,0,0,0,0,0,0
"McNary",6,0,2226,620,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,934,888,0,0,0,0,0,0
"Roza",0,0,57,45,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",19,1,696,291,0,0,0,0,0,0
"Tumwater",0,0,12,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",8,0,3045,0,0,0,0,0,0,0
