"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",249902,48175,117822,52250,315312,2,1,2043749,18958,0
"Ice Harbor",86640,16103,18116,5570,944,0,0,144746,187,0
"John Day",176019,37587,43289,19779,260018,1,1,0,3456,0
"Little Goose",82319,18275,10077,4551,1026,0,0,0,34,0
"Lower Granite",79010,19791,12927,5266,1053,0,0,16528,14,0
"Lower Monumental",87578,16662,18671,6591,1102,0,0,0,58,0
"McNary",161458,29480,31786,12951,225880,3,0,740256,648,0
"Priest Rapids",72130,4126,3163,0,265902,0,0,5945,1307,0
"Prosser",7776,1913,1446,1349,645,0,0,0,6,0
"Roza",5314,1557,294,247,450,8,0,0,0,0
"Rock Island",69651,7119,2123,1122,257347,0,0,0,165,59
"Rocky Reach",47608,4179,1572,801,216159,0,0,0,132,122
"The Dalles",200444,39821,60827,29208,268804,0,0,827279,4707,0
"Tumwater",6148,1223,418,0,35274,0,0,0,0,0
"Wanapum",62386,3647,2817,0,211331,0,0,251,534,0
"Wells",37187,4148,745,382,204360,0,0,0,0,68
"Willamette Falls",34514,1487,21974,0,0,0,0,0,0,0
