"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",177855,31466,7465,2193,13826,-1,0,1032250,3076,0
"Ice Harbor",69623,11596,5750,1621,3,0,0,18749,4,0
"John Day",115706,23019,5698,2243,4926,0,1,0,194,0
"Little Goose",61950,11525,5142,2588,2,0,0,0,0,0
"Lower Granite",59041,12112,9112,3652,0,0,0,128,0,0
"Lower Monumental",67939,10885,8392,2860,0,0,0,0,1,0
"McNary",101171,18286,6758,2206,1969,2,0,110403,16,0
"Priest Rapids",17968,1852,90,0,471,0,0,14,41,0
"Prosser",6858,1394,1431,1337,2,0,0,0,6,0
"Roza",3416,496,294,247,0,8,0,0,0,0
"Rock Island",16233,2546,155,90,91,0,0,0,1,31
"Rocky Reach",6548,1120,367,248,42,0,0,0,0,83
"The Dalles",135926,25445,3218,1237,6935,0,0,396914,303,0
"Tumwater",252,9,248,0,0,0,0,0,0,0
"Wanapum",15765,1965,132,0,210,0,0,2,25,0
"Wells",4642,1293,105,75,11,0,0,0,0,48
"Willamette Falls",25776,1009,15892,0,0,0,0,0,0,0
