"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",764967,133823,330310,110224,315666,115000,7167,2045668,24309,0
"Ice Harbor",126652,33497,167314,42164,958,4027,356,145569,416,0
"John Day",435823,99494,247762,81390,260634,41048,4123,0,5760,0
"Little Goose",118880,33800,153969,38738,1056,4133,699,0,83,0
"Lower Granite",114651,37833,156082,41134,1117,4169,397,16968,48,0
"Lower Monumental",123615,35980,168796,44838,1119,4120,628,0,142,0
"McNary",402774,73932,218563,66835,226533,28195,3447,745984,1501,0
"Priest Rapids",146625,13133,19064,0,266896,10186,818,6384,5184,0
"Prosser",11808,2395,3441,3180,753,5134,368,0,7,0
"Roza",5432,1630,302,250,758,286,4,0,0,0
"Rock Island",92289,12899,17009,7056,259217,13654,712,0,1554,59
"Rocky Reach",67187,8457,13376,5226,218305,3852,205,0,1419,127
"The Dalles",526002,111694,268506,87977,269257,48399,4355,828067,7033,0
"Tumwater",6999,1341,1260,0,39913,679,0,0,0,0
"Wanapum",93843,8563,15994,0,212317,5631,383,320,3167,0
"Wells",49730,7039,10354,4179,207589,2331,20,0,0,68
"Willamette Falls",36283,1997,22879,0,0,10106,2639,0,0,0
