"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",289,0,2257,844,0,-1,0,0,0,0
"Ice Harbor",6,0,3079,594,0,0,0,0,0,0
"John Day",10,7,3262,1095,0,0,1,0,-1,0
"Little Goose",2,1,1955,1002,0,0,0,0,0,0
"Lower Granite",0,0,4740,1505,0,0,0,0,0,0
"Lower Monumental",0,0,5105,1173,0,0,0,0,0,0
"McNary",8,0,4606,1270,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1096,1030,0,0,0,0,0,0
"Roza",0,0,95,78,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",38,2,1357,571,0,0,0,0,0,0
"Tumwater",0,0,29,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",53,0,3844,0,0,0,0,0,0,0
