"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",583278,93247,288210,99744,315664,47760,2915,2045668,24006,0
"Ice Harbor",106780,22219,65213,17517,958,331,55,145569,384,0
"John Day",294371,62304,137651,48336,260614,9713,1511,0,5473,0
"Little Goose",96676,22481,41552,13480,1056,124,41,0,82,0
"Lower Granite",90688,23761,38115,13185,1107,23,5,16968,48,0
"Lower Monumental",104013,22881,59380,18042,1119,176,40,0,137,0
"McNary",247140,43586,104391,35359,226468,3981,671,745984,1398,0
"Priest Rapids",90117,8328,13296,0,266892,683,116,6368,4470,0
"Prosser",8626,2038,1554,1452,739,38,10,0,6,0
"Roza",5408,1616,294,247,736,8,0,0,0,0
"Rock Island",79489,10669,11012,4829,259164,226,63,0,1289,59
"Rocky Reach",57331,6683,7996,3312,218253,24,11,0,1201,124
"The Dalles",371591,71705,176464,62493,269247,14634,2075,828067,6823,0
"Tumwater",6948,1335,745,0,39865,2,0,0,0,0
"Wanapum",71444,6228,11079,0,212316,292,68,316,2497,0
"Wells",45926,6042,5557,2371,207534,4,0,0,0,68
"Willamette Falls",35201,1679,22524,0,0,1033,387,0,0,0
