"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",7,0,940,361,0,-1,0,0,0,0
"Ice Harbor",1,0,631,191,0,0,0,0,0,0
"John Day",1,5,1057,329,0,0,1,0,-1,0
"Little Goose",0,0,146,73,0,0,0,0,0,0
"Lower Granite",0,0,197,54,0,0,0,0,0,0
"Lower Monumental",0,0,1790,671,0,0,0,0,0,0
"McNary",6,0,339,133,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,717,680,0,0,0,0,0,0
"Roza",0,0,18,12,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",8,0,234,95,0,0,0,0,0,0
"Tumwater",0,0,5,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,2151,0,0,0,0,0,0,0
