"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",425768,72545,263631,93771,315660,22450,1475,2045668,23575,0
"Ice Harbor",96085,18483,44323,12529,958,34,8,145569,367,0
"John Day",228563,48881,105356,39472,260575,2672,581,0,5250,0
"Little Goose",88568,19741,26311,9883,1055,4,1,0,79,0
"Lower Granite",83421,21075,25459,9788,1104,0,0,16968,47,0
"Lower Monumental",94925,19084,41730,13628,1119,12,1,0,131,0
"McNary",195774,35578,77122,28135,226419,673,167,745984,1315,0
"Priest Rapids",82162,7301,10842,0,266892,147,23,6355,4017,0
"Prosser",8098,1988,1470,1373,690,1,0,0,6,0
"Roza",5391,1608,294,247,725,8,0,0,0,0
"Rock Island",78056,10134,8761,4022,259133,18,12,0,1075,59
"Rocky Reach",56285,6287,6340,2744,218230,1,1,0,1003,124
"The Dalles",283265,55749,140510,53753,269227,4742,868,828067,6596,0
"Tumwater",6928,1328,663,0,39728,0,0,0,0,0
"Wanapum",69191,5640,9004,0,212315,47,11,312,2124,0
"Wells",45223,5779,4151,1853,207499,0,0,0,0,68
"Willamette Falls",34943,1608,22414,0,0,142,94,0,0,0
