"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",222401,41623,18154,6597,249202,-1,0,1975637,7342,0
"Ice Harbor",82659,14990,6868,1869,308,0,0,104510,29,0
"John Day",151895,31459,9687,3718,184764,0,1,0,843,0
"Little Goose",76871,16092,5544,2694,192,0,0,0,-1,0
"Lower Granite",73797,16936,9402,3734,121,0,0,6577,0,0
"Lower Monumental",82970,14813,9334,3071,277,0,0,0,6,0
"McNary",136127,24716,9007,2892,145971,3,0,548269,97,0
"Priest Rapids",40535,2784,371,0,109597,0,0,1786,157,0
"Prosser",7580,1817,1438,1343,140,0,0,0,6,0
"Roza",4961,1282,294,247,43,8,0,0,0,0
"Rock Island",34033,3828,273,162,61390,0,0,0,8,46
"Rocky Reach",16946,1631,438,286,39860,0,0,0,2,110
"The Dalles",175236,33933,7975,3201,198709,0,0,793209,1269,0
"Tumwater",1675,228,261,0,437,0,0,0,0,0
"Wanapum",32721,2695,360,0,74449,0,0,74,68,0
"Wells",11564,1800,145,98,23279,0,0,0,0,66
"Willamette Falls",32117,1283,20020,0,0,0,0,0,0,0
