"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",381045,66770,253428,91305,315658,12880,1005,2045668,23384,0
"Ice Harbor",93335,17647,40012,11524,958,10,3,145569,358,0
"John Day",211273,45451,94884,36589,260564,1433,365,0,5146,0
"Little Goose",86747,19132,22190,8788,1055,1,0,0,78,0
"Lower Granite",82131,20552,22577,8863,1102,0,0,16968,46,0
"Lower Monumental",92825,18310,37211,12510,1119,3,0,0,128,0
"McNary",184103,33806,70385,26269,226411,363,92,745984,1276,0
"Priest Rapids",80556,6921,9825,0,266890,74,14,6359,3835,0
"Prosser",8024,1976,1458,1361,680,0,0,0,6,0
"Roza",5389,1607,294,247,723,8,0,0,0,0
"Rock Island",77664,9902,7936,3722,259118,4,6,0,1007,59
"Rocky Reach",55960,6137,5788,2545,218216,1,1,0,926,124
"The Dalles",258659,50752,127553,50475,269214,2348,523,828067,6529,0
"Tumwater",6923,1324,646,0,39688,0,0,0,0,0
"Wanapum",68585,5418,8098,0,212314,17,2,306,1975,0
"Wells",44875,5683,3699,1677,207475,0,0,0,0,68
"Willamette Falls",34872,1590,22352,0,0,87,69,0,0,0
