"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",268476,51254,203516,78763,315622,767,161,2045382,22071,0
"Ice Harbor",88065,16287,27290,8394,958,0,0,145461,304,0
"John Day",182211,39166,64935,28053,260486,23,18,0,4565,0
"Little Goose",83480,18447,15654,6729,1053,0,0,0,64,0
"Lower Granite",79834,20011,16837,6912,1093,0,0,16942,32,0
"Lower Monumental",88758,16892,27244,9691,1117,0,0,0,103,0
"McNary",167320,30562,49575,20031,226359,12,2,745246,1057,0
"Priest Rapids",77339,5581,6462,0,266853,6,0,6239,2709,0
"Prosser",7834,1930,1446,1349,668,0,0,0,6,0
"Roza",5358,1587,294,247,681,8,0,0,0,0
"Rock Island",75391,8556,4854,2476,258989,0,0,0,547,59
"Rocky Reach",53627,5127,3445,1632,218074,0,0,0,479,124
"The Dalles",210570,41904,92434,40841,269162,75,32,827882,5918,0
"Tumwater",6853,1296,553,0,39236,0,0,0,0,0
"Wanapum",66903,4585,5810,0,212275,1,0,283,1263,0
"Wells",42718,5072,1897,923,207235,0,0,0,0,68
"Willamette Falls",34713,1558,22207,0,0,16,28,0,0,0
