"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",43,0,1335,509,0,-1,0,0,0,0
"Ice Harbor",2,0,1364,325,0,0,0,0,0,0
"John Day",2,6,1910,635,0,0,1,0,-1,0
"Little Goose",0,1,844,419,0,0,0,0,0,0
"Lower Granite",0,0,1389,403,0,0,0,0,0,0
"Lower Monumental",0,0,2625,776,0,0,0,0,0,0
"McNary",6,0,1460,433,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,862,821,0,0,0,0,0,0
"Roza",0,0,46,35,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",15,1,557,225,0,0,0,0,0,0
"Tumwater",0,0,9,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",4,0,2745,0,0,0,0,0,0,0
