"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",273556,52205,213267,81142,315631,1310,219,2045449,22314,0
"Ice Harbor",88390,16332,28318,8663,958,0,0,145497,314,0
"John Day",184035,39538,68755,29241,260499,62,32,0,4658,0
"Little Goose",83717,18474,16300,6956,1053,0,0,0,67,0
"Lower Granite",80007,20041,17532,7187,1094,0,0,16949,35,0
"Lower Monumental",89025,16938,28121,9970,1118,0,0,0,109,0
"McNary",168221,30750,51791,20781,226371,16,5,745487,1096,0
"Priest Rapids",77771,5744,6891,0,266864,16,0,6267,2891,0
"Prosser",7839,1931,1446,1349,668,0,0,0,6,0
"Roza",5362,1590,294,247,692,8,0,0,0,0
"Rock Island",75847,8783,5272,2656,259023,0,0,0,600,59
"Rocky Reach",54086,5336,3761,1765,218113,0,0,0,537,124
"The Dalles",213405,42422,95687,41836,269171,149,56,827924,6040,0
"Tumwater",6880,1303,569,0,39313,0,0,0,0,0
"Wanapum",67206,4700,6136,0,212288,1,0,289,1360,0
"Wells",43116,5155,2091,1013,207302,0,0,0,0,68
"Willamette Falls",34726,1562,22228,0,0,20,30,0,0,0
