"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",718126,122272,316631,106542,315666,72383,4647,2045668,24225,0
"Ice Harbor",121683,29487,113291,28688,958,2169,226,145569,408,0
"John Day",391195,87231,197702,64474,260629,25389,3172,0,5688,0
"Little Goose",112030,29269,87068,23747,1056,1329,274,0,84,0
"Lower Granite",107037,31744,82756,23773,1114,855,120,16968,48,0
"Lower Monumental",118283,31372,106319,29207,1119,1614,302,0,141,0
"McNary",345360,61809,160411,49322,226514,16262,2393,745984,1473,0
"Priest Rapids",119443,10843,16881,0,266896,3984,396,6379,4933,0
"Prosser",9562,2168,1931,1803,752,793,97,0,7,0
"Roza",5422,1624,295,248,755,9,0,0,0,0
"Rock Island",84772,11718,14678,6202,259201,3114,298,0,1449,59
"Rocky Reach",61140,7471,11050,4389,218287,647,56,0,1358,124
"The Dalles",478983,98726,232386,76679,269255,32822,3389,828067,6992,0
"Tumwater",6962,1337,886,0,39908,50,0,0,0,0
"Wanapum",81814,7411,13942,0,212317,1301,180,317,2942,0
"Wells",47485,6510,8020,3294,207570,228,4,0,0,68
"Willamette Falls",35767,1860,22681,0,0,4994,1633,0,0,0
