"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",210911,38936,13023,4164,183234,-1,0,1855487,5748,0
"Ice Harbor",80098,14149,6288,1725,97,0,0,75277,17,0
"John Day",141783,29044,7697,2894,115027,0,1,0,503,0
"Little Goose",73745,14894,5330,2630,40,0,0,0,-1,0
"Lower Granite",70215,15600,9246,3687,16,0,0,3655,0,0
"Lower Monumental",80054,13803,8848,2949,69,0,0,0,4,0
"McNary",125200,22788,7808,2486,76945,3,0,409975,58,0
"Priest Rapids",30494,2486,194,0,34548,0,0,418,99,0
"Prosser",7476,1744,1435,1340,93,0,0,0,6,0
"Roza",4640,1073,294,247,5,8,0,0,0,0
"Rock Island",25945,3369,206,121,15047,0,0,0,2,43
"Rocky Reach",11766,1388,403,268,9188,0,0,0,0,105
"The Dalles",164832,31600,5460,2032,133405,0,0,734417,885,0
"Tumwater",1059,103,255,0,35,0,0,0,0,0
"Wanapum",25009,2504,211,0,22344,0,0,21,46,0
"Wells",7767,1605,129,89,4588,0,0,0,0,63
"Willamette Falls",30648,1215,19013,0,0,0,0,0,0,0
