"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,339,128,0,-1,0,0,0,0
"Ice Harbor",0,0,179,93,0,0,0,0,0,0
"John Day",1,5,157,73,0,0,1,0,-1,0
"Lower Monumental",0,0,362,147,0,0,0,0,0,0
"McNary",3,0,127,37,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,211,193,0,0,0,0,0,0
"Roza",0,0,0,0,0,7,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",3,0,7,2,0,0,0,0,0,0
"Tumwater",0,0,2,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,554,0,0,0,0,0,0,0
