"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",759964,132766,328406,109601,315666,104755,6693,2045668,24309,0
"Ice Harbor",126218,33186,158327,39665,958,3542,326,145569,416,0
"John Day",430684,98389,239477,78105,260633,37786,3950,0,5749,0
"Little Goose",118084,33254,142083,35870,1056,3606,619,0,83,0
"Lower Granite",113793,37042,141880,37427,1117,3425,336,16968,48,0
"Lower Monumental",123190,35605,157822,41666,1119,3584,565,0,141,0
"McNary",396297,72588,208644,63316,226533,25774,3282,745984,1501,0
"Priest Rapids",139028,12666,18709,0,266896,8600,744,6382,5160,0
"Prosser",10558,2300,2629,2445,753,3251,283,0,7,0
"Roza",5432,1630,300,249,758,74,3,0,0,0
"Rock Island",89044,12637,16672,6929,259217,10641,615,0,1541,59
"Rocky Reach",64438,8202,13017,5078,218303,2878,176,0,1417,124
"The Dalles",520376,110456,263606,86123,269257,45627,4177,828067,7033,0
"Tumwater",6999,1341,1101,0,39913,354,0,0,0,0
"Wanapum",90066,8289,15652,0,212317,4188,336,320,3135,0
"Wells",48745,6901,9968,4020,207589,1597,17,0,0,68
"Willamette Falls",36246,1991,22823,0,0,9333,2551,0,0,0
