"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",228279,43175,23268,9242,281024,-1,0,2008767,8589,0
"Ice Harbor",83809,15320,7472,2042,468,0,0,121348,46,0
"John Day",158048,32796,11590,4602,215785,0,1,0,1089,0
"Little Goose",78454,16708,5814,2783,375,0,0,0,1,0
"Lower Granite",75212,17713,9610,3805,296,0,0,8298,0,0
"Lower Monumental",84300,15341,9882,3237,474,0,0,0,9,0
"McNary",142162,25772,10151,3316,174531,3,0,621549,125,0
"Priest Rapids",47642,3024,537,0,166137,0,0,3327,216,0
"Prosser",7614,1832,1439,1344,147,0,0,0,6,0
"Roza",5094,1375,294,247,63,8,0,0,0,0
"Rock Island",41597,4295,357,208,115243,0,0,0,12,50
"Rocky Reach",22169,1982,490,311,80248,0,0,0,6,114
"The Dalles",181344,35204,10741,4603,229823,0,0,813036,1575,0
"Tumwater",2141,357,266,0,821,0,0,0,0,0
"Wanapum",39631,2852,484,0,122631,0,0,128,92,0
"Wells",15434,2023,166,109,56197,0,0,0,0,66
"Willamette Falls",32756,1323,20493,0,0,0,0,0,0,0
