"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",598433,95874,291035,100424,315665,50641,3044,2045668,24031,0
"Ice Harbor",108322,22746,68388,18256,958,426,68,145569,386,0
"John Day",301762,63877,142102,49468,260615,10727,1644,0,5494,0
"Little Goose",97949,22939,43838,14002,1056,155,48,0,82,0
"Lower Granite",91883,24301,40424,13777,1108,34,8,16968,48,0
"Lower Monumental",105289,23512,61989,18678,1119,218,48,0,138,0
"McNary",255210,44974,108296,36359,226471,4752,784,745984,1406,0
"Priest Rapids",91978,8487,13603,0,266892,801,133,6370,4516,0
"Prosser",8695,2047,1571,1468,740,56,12,0,6,0
"Roza",5412,1619,294,247,737,8,0,0,0,0
"Rock Island",79713,10733,11279,4928,259168,287,73,0,1302,59
"Rocky Reach",57459,6744,8210,3387,218256,28,12,0,1217,124
"The Dalles",381370,73808,180844,63674,269249,16439,2212,828067,6841,0
"Tumwater",6949,1335,758,0,39873,2,0,0,0,0
"Wanapum",71956,6332,11350,0,212317,351,85,316,2554,0
"Wells",46014,6082,5693,2429,207538,5,0,0,0,68
"Willamette Falls",35249,1691,22534,0,0,1183,431,0,0,0
