"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",258674,49748,177199,71758,315591,166,50,2045130,21335,0
"Ice Harbor",87392,16207,24620,7607,957,0,0,145364,274,0
"John Day",179811,38562,56998,25353,260443,10,7,0,4300,0
"Little Goose",83002,18387,13968,6126,1050,0,0,0,56,0
"Lower Granite",79535,19950,15623,6413,1087,0,0,16889,25,0
"Lower Monumental",88222,16796,24796,8861,1117,0,0,0,90,0
"McNary",165301,30208,44858,18329,226309,3,0,744416,954,0
"Priest Rapids",76086,5040,5357,0,266768,0,0,6186,2230,0
"Prosser",7821,1926,1446,1349,668,0,0,0,6,0
"Roza",5349,1579,294,247,647,8,0,0,0,0
"Rock Island",74025,8043,3905,2027,258826,0,0,0,408,59
"Rocky Reach",52269,4818,2780,1344,217878,0,0,0,325,123
"The Dalles",206045,41042,80963,37147,269123,11,4,827778,5644,0
"Tumwater",6734,1281,508,0,38872,0,0,0,0,0
"Wanapum",65849,4228,4924,0,212189,0,0,275,988,0
"Wells",41392,4818,1421,707,206954,0,0,0,0,68
"Willamette Falls",34659,1541,22141,0,0,10,14,0,0,0
