"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",733087,126132,320527,107514,315666,78278,5157,2045668,24257,0
"Ice Harbor",123707,31047,127193,31907,958,2552,256,145569,410,0
"John Day",404929,91715,211074,68572,260632,28116,3393,0,5716,0
"Little Goose",114352,30621,101218,26872,1056,1998,388,0,85,0
"Lower Granite",109568,33425,96716,26985,1115,1403,175,16968,48,0
"Lower Monumental",120468,33026,120386,32463,1119,2207,392,0,141,0
"McNary",363975,65329,175403,53169,226523,18880,2658,745984,1485,0
"Priest Rapids",125959,11451,17496,0,266896,5054,491,6381,5014,0
"Prosser",9708,2198,2079,1943,753,1349,141,0,7,0
"Roza",5426,1627,297,248,757,18,0,0,0,0
"Rock Island",86034,11981,15379,6448,259205,4692,374,0,1477,59
"Rocky Reach",62042,7660,11675,4605,218292,1065,87,0,1381,124
"The Dalles",492973,103148,243338,79869,269255,35902,3630,828067,7013,0
"Tumwater",6973,1339,917,0,39911,88,0,0,0,0
"Wanapum",84458,7666,14516,0,212317,1631,204,318,3019,0
"Wells",47765,6614,8589,3495,207575,477,8,0,0,68
"Willamette Falls",35910,1909,22725,0,0,6418,1993,0,0,0
