"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",62,0,1528,582,0,-1,0,0,0,0
"Ice Harbor",2,0,1662,368,0,0,0,0,0,0
"John Day",2,6,2170,738,0,0,1,0,-1,0
"Little Goose",0,1,1033,537,0,0,0,0,0,0
"Lower Granite",0,0,2004,598,0,0,0,0,0,0
"Lower Monumental",0,0,3098,796,0,0,0,0,0,0
"McNary",6,0,1978,562,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,914,872,0,0,0,0,0,0
"Roza",0,0,54,42,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",18,1,655,271,0,0,0,0,0,0
"Tumwater",0,0,10,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",7,0,2957,0,0,0,0,0,0,0
