"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",1551,4,2874,1070,0,-1,0,0,0,0
"Ice Harbor",47,1,4235,1002,0,0,0,0,0,0
"John Day",265,9,4031,1474,0,0,1,0,-1,0
"Little Goose",13,1,3052,1456,0,0,0,0,0,0
"Lower Granite",7,0,6774,2363,0,0,0,0,0,0
"Lower Monumental",18,0,6297,1742,0,0,0,0,0,0
"McNary",92,0,5445,1626,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",1,0,1226,1146,0,0,0,0,0,0
"Roza",0,0,159,128,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",516,7,1996,837,0,0,0,0,0,0
"Tumwater",0,0,62,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",256,0,4727,0,0,0,0,0,0,0
