"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",760767,132927,328732,109714,315666,106318,6766,2045668,24307,0
"Ice Harbor",126276,33230,159306,39936,958,3594,328,145569,416,0
"John Day",431361,98540,240742,78592,260633,38485,3988,0,5751,0
"Little Goose",118186,33319,143505,36198,1056,3672,629,0,83,0
"Lower Granite",113901,37139,143608,37849,1117,3520,342,16968,48,0
"Lower Monumental",123253,35657,159062,42012,1119,3641,569,0,142,0
"McNary",397245,72772,209875,63725,226533,26079,3295,745984,1501,0
"Priest Rapids",139529,12701,18745,0,266896,8742,750,6382,5163,0
"Prosser",10630,2308,2701,2508,753,3436,291,0,7,0
"Roza",5432,1630,300,249,758,75,3,0,0,0
"Rock Island",89205,12660,16705,6944,259217,10960,624,0,1542,59
"Rocky Reach",64575,8227,13063,5097,218303,2978,179,0,1418,124
"The Dalles",521100,110620,264142,86313,269257,45922,4196,828067,7033,0
"Tumwater",6999,1341,1127,0,39913,384,0,0,0,0
"Wanapum",90383,8321,15696,0,212317,4338,340,320,3140,0
"Wells",48804,6914,10020,4042,207589,1661,18,0,0,68
"Willamette Falls",36254,1993,22828,0,0,9461,2563,0,0,0
