"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",185053,33077,8176,2401,29499,-1,0,1242314,3559,0
"Ice Harbor",72344,12141,5823,1630,6,0,0,27505,5,0
"John Day",121379,24108,5909,2297,12484,0,1,0,251,0
"Little Goose",64695,12203,5167,2591,3,0,0,0,0,0
"Lower Granite",61223,12781,9125,3655,0,0,0,592,0,0
"Lower Monumental",71077,11483,8448,2870,1,0,0,0,1,0
"McNary",106082,19165,6869,2228,5457,2,0,160003,19,0
"Priest Rapids",19799,1972,101,0,1360,0,0,22,49,0
"Prosser",7040,1490,1431,1337,7,0,0,0,6,0
"Roza",3719,610,294,247,0,8,0,0,0,0
"Rock Island",17453,2709,162,94,394,0,0,0,1,34
"Rocky Reach",6957,1171,373,251,167,0,0,0,0,89
"The Dalles",142129,26739,3446,1301,16669,0,0,457795,420,0
"Tumwater",333,14,250,0,0,0,0,0,0,0
"Wanapum",17146,2100,140,0,814,0,0,2,28,0
"Wells",4882,1359,109,78,52,0,0,0,0,52
"Willamette Falls",26713,1059,16630,0,0,0,0,0,0,0
