"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",175557,30918,7238,2134,10064,-1,0,958711,2902,0
"Ice Harbor",68635,11375,5729,1617,2,0,0,15804,3,0
"John Day",114036,22682,5648,2233,3569,0,1,0,178,0
"Little Goose",61345,11336,5136,2587,2,0,0,0,0,0
"Lower Granite",58305,11870,9109,3652,0,0,0,80,0,0
"Lower Monumental",67234,10713,8375,2856,0,0,0,0,1,0
"McNary",99547,17976,6725,2200,1442,2,0,98565,16,0
"Priest Rapids",17376,1821,87,0,303,0,0,11,39,0
"Prosser",6774,1358,1431,1337,1,0,0,0,6,0
"Roza",3311,456,294,247,0,8,0,0,0,0
"Rock Island",15958,2494,153,89,57,0,0,0,1,30
"Rocky Reach",6427,1110,366,247,22,0,0,0,0,81
"The Dalles",133817,25051,3160,1221,4879,0,0,370905,247,0
"Tumwater",232,8,248,0,0,0,0,0,0,0
"Wanapum",15477,1916,129,0,116,0,0,2,23,0
"Wells",4556,1269,104,74,6,0,0,0,0,47
"Willamette Falls",25548,995,15621,0,0,0,0,0,0,0
