"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",765926,134008,330817,110422,315666,117491,7264,2045668,24321,0
"Ice Harbor",126777,33540,169281,42875,958,4104,369,145569,416,0
"John Day",436716,99760,249217,81977,260634,41359,4147,0,5770,0
"Little Goose",119150,33921,156399,39375,1056,4202,730,0,83,0
"Lower Granite",114886,38025,159789,42118,1117,4292,415,16968,48,0
"Lower Monumental",123721,36058,173048,46314,1119,4398,635,0,142,0
"McNary",403862,74171,220616,67404,226533,28462,3466,745984,1502,0
"Priest Rapids",149088,13292,19148,0,266896,10427,825,6387,5191,0
"Prosser",12079,2422,3753,3469,753,5529,385,0,7,0
"Roza",5432,1630,302,250,758,435,4,0,0,0
"Rock Island",94163,12977,17095,7093,259217,14214,730,0,1557,59
"Rocky Reach",69032,8534,13488,5277,218305,4068,211,0,1419,129
"The Dalles",526794,112002,269620,88409,269257,48613,4372,828067,7033,0
"Tumwater",6999,1341,1309,0,39913,718,0,0,0,0
"Wanapum",94940,8617,16059,0,212317,5830,389,320,3176,0
"Wells",50541,7080,10473,4232,207589,2573,20,0,0,68
"Willamette Falls",36289,1997,22908,0,0,10285,2664,0,0,0
