"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,646,245,0,-1,0,0,0,0
"Ice Harbor",0,0,356,149,0,0,0,0,0,0
"John Day",1,5,360,130,0,0,1,0,-1,0
"Lower Monumental",0,0,1315,494,0,0,0,0,0,0
"McNary",6,0,168,63,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,605,574,0,0,0,0,0,0
"Roza",0,0,9,6,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",5,0,43,24,0,0,0,0,0,0
"Tumwater",0,0,4,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1679,0,0,0,0,0,0,0
