"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,537,203,0,-1,0,0,0,0
"Ice Harbor",0,0,256,116,0,0,0,0,0,0
"John Day",1,5,239,105,0,0,1,0,-1,0
"Lower Monumental",0,0,850,346,0,0,0,0,0,0
"McNary",6,0,157,55,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,514,487,0,0,0,0,0,0
"Roza",0,0,5,5,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",4,0,16,6,0,0,0,0,0,0
"Tumwater",0,0,3,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1357,0,0,0,0,0,0,0
