"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",764534,133733,330124,110161,315666,113938,7118,2045668,24311,0
"Ice Harbor",126609,33471,166403,41894,958,3988,353,145569,416,0
"John Day",435291,99381,246869,80997,260634,40784,4109,0,5760,0
"Little Goose",118792,33738,152626,38398,1056,4085,690,0,83,0
"Lower Granite",114549,37735,154380,40667,1117,4091,389,16968,48,0
"Lower Monumental",123575,35945,167673,44486,1119,4071,623,0,142,0
"McNary",402158,73794,217701,66536,226533,27936,3430,745984,1501,0
"Priest Rapids",145391,13067,19027,0,266896,10031,809,6384,5182,0
"Prosser",11619,2378,3363,3111,753,5034,363,0,7,0
"Roza",5432,1630,302,250,758,278,4,0,0,0
"Rock Island",91419,12864,16971,7042,259217,13313,701,0,1552,59
"Rocky Reach",66357,8425,13338,5210,218305,3737,201,0,1419,127
"The Dalles",525426,111582,267925,87733,269257,48137,4338,828067,7033,0
"Tumwater",6999,1341,1242,0,39913,657,0,0,0,0
"Wanapum",93219,8527,15955,0,212317,5494,379,320,3165,0
"Wells",49472,7017,10309,4163,207589,2221,20,0,0,68
"Willamette Falls",36280,1997,22871,0,0,10011,2631,0,0,0
