"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",750993,130759,325689,108824,315666,92019,6036,2045668,24288,0
"Ice Harbor",125458,32598,146364,36539,958,3103,295,145569,414,0
"John Day",421306,96193,228516,74105,260633,33554,3738,0,5739,0
"Little Goose",116898,32434,125820,32251,1056,2911,528,0,85,0
"Lower Granite",112601,35898,123647,33095,1117,2576,272,16968,48,0
"Lower Monumental",122449,34863,143549,38043,1119,2959,505,0,141,0
"McNary",384501,70072,196753,59418,226529,22853,3087,745984,1496,0
"Priest Rapids",133394,12175,18284,0,266896,6969,647,6383,5109,0
"Prosser",9964,2239,2351,2200,753,2247,231,0,7,0
"Roza",5430,1629,298,249,757,31,0,0,0,0
"Rock Island",87682,12374,16238,6772,259212,8051,511,0,1525,59
"Rocky Reach",63373,7975,12525,4901,218300,2068,141,0,1410,124
"The Dalles",510152,107965,256239,83754,269257,41157,3929,828067,7028,0
"Tumwater",6993,1341,1001,0,39913,182,0,0,0,0
"Wanapum",87558,8037,15213,0,212317,2711,283,319,3099,0
"Wells",48265,6773,9447,3816,207584,1094,12,0,0,68
"Willamette Falls",36151,1968,22774,0,0,8447,2390,0,0,0
