"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",744938,129281,323999,108389,315666,86693,5708,2045668,24282,0
"Ice Harbor",124997,32202,140209,35019,958,2892,281,145569,413,0
"John Day",416038,94847,223123,72342,260632,31200,3613,0,5735,0
"Little Goose",116197,31937,117789,30439,1056,2638,483,0,85,0
"Lower Granite",111888,35182,114539,31029,1117,2252,233,16968,48,0
"Lower Monumental",121960,34381,136158,36244,1119,2690,478,0,141,0
"McNary",378072,68658,189674,57347,226528,21374,2944,745984,1493,0
"Priest Rapids",130531,11928,18075,0,266896,6312,586,6383,5078,0
"Prosser",9871,2225,2257,2112,753,1909,203,0,7,0
"Roza",5429,1628,297,248,757,28,0,0,0,0
"Rock Island",87158,12238,15986,6679,259209,6880,455,0,1514,59
"Rocky Reach",62960,7870,12258,4808,218297,1701,127,0,1403,124
"The Dalles",505228,106535,252397,82591,269256,39377,3818,828067,7023,0
"Tumwater",6986,1340,962,0,39913,138,0,0,0,0
"Wanapum",86620,7921,15023,0,212317,2279,253,319,3075,0
"Wells",48110,6724,9185,3715,207582,846,10,0,0,68
"Willamette Falls",36068,1948,22756,0,0,7846,2275,0,0,0
