"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",1017,2,2763,1029,0,-1,0,0,0,0
"Ice Harbor",29,1,4043,931,0,0,0,0,0,0
"John Day",180,9,3928,1419,0,0,1,0,-1,0
"Little Goose",9,1,2853,1372,0,0,0,0,0,0
"Lower Granite",4,0,6470,2223,0,0,0,0,0,0
"Lower Monumental",12,0,6086,1640,0,0,0,0,0,0
"McNary",58,0,5319,1560,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",1,0,1191,1117,0,0,0,0,0,0
"Roza",0,0,145,116,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",344,4,1928,805,0,0,0,0,0,0
"Tumwater",0,0,49,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",203,0,4486,0,0,0,0,0,0,0
