"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",761790,133151,329143,109844,315666,108484,6872,2045668,24307,0
"Ice Harbor",126378,33304,160973,40397,958,3689,332,145569,416,0
"John Day",432445,98797,242578,79294,260633,39250,4029,0,5754,0
"Little Goose",118351,33422,146006,36798,1056,3781,643,0,83,0
"Lower Granite",114074,37292,146485,38558,1117,3668,353,16968,48,0
"Lower Monumental",123351,35746,161317,42617,1119,3749,576,0,142,0
"McNary",398893,73083,212349,64600,226533,26721,3337,745984,1501,0
"Priest Rapids",140474,12767,18815,0,266896,9070,764,6382,5169,0
"Prosser",10826,2323,2886,2676,753,3917,311,0,7,0
"Roza",5432,1630,300,249,758,78,3,0,0,0
"Rock Island",89535,12710,16776,6970,259217,11516,644,0,1544,59
"Rocky Reach",64896,8278,13138,5132,218304,3168,183,0,1419,124
"The Dalles",522343,110896,265298,86733,269257,46808,4254,828067,7033,0
"Tumwater",6999,1341,1162,0,39913,445,0,0,0,0
"Wanapum",90957,8358,15758,0,212317,4639,351,320,3145,0
"Wells",48909,6941,10102,4078,207589,1808,18,0,0,68
"Willamette Falls",36265,1995,22838,0,0,9650,2587,0,0,0
