"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",247427,47578,93229,42742,314939,-1,0,2042384,17337,0
"Ice Harbor",86388,16065,15296,4660,931,0,0,144184,154,0
"John Day",173981,36989,36306,16531,259332,1,1,0,2957,0
"Little Goose",82092,18209,9032,4134,1006,0,0,0,28,0
"Lower Granite",78777,19688,12179,4942,1025,0,0,16098,9,0
"Lower Monumental",87344,16596,16263,5676,1088,0,0,0,42,0
"McNary",159521,29101,26085,10407,225282,3,0,735842,499,0
"Priest Rapids",69838,3929,2291,0,264166,0,0,5750,986,0
"Prosser",7746,1907,1446,1349,642,0,0,0,6,0
"Roza",5297,1544,294,247,363,8,0,0,0,0
"Rock Island",66815,6737,1550,833,254795,0,0,0,114,59
"Rocky Reach",44509,3840,1202,632,213164,0,0,0,83,122
"The Dalles",198232,39227,49584,24013,268351,0,0,826773,4226,0
"Tumwater",5560,1148,373,0,29602,0,0,0,0,0
"Wanapum",60011,3487,2040,0,209801,0,0,243,400,0
"Wells",34429,3779,549,292,200068,0,0,0,0,68
"Willamette Falls",34422,1475,21863,0,0,0,0,0,0,0
