"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,787,301,0,-1,0,0,0,0
"Ice Harbor",0,0,456,158,0,0,0,0,0,0
"John Day",1,5,729,238,0,0,1,0,-1,0
"Lower Monumental",0,0,1663,608,0,0,0,0,0,0
"McNary",6,0,210,80,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,667,634,0,0,0,0,0,0
"Roza",0,0,12,9,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",6,0,99,41,0,0,0,0,0,0
"Tumwater",0,0,4,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1920,0,0,0,0,0,0,0
