"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",248538,47842,103141,46777,315131,0,0,2043002,18072,0
"Ice Harbor",86488,16081,16340,4995,936,0,0,144441,166,0
"John Day",174829,37262,39044,17819,259709,1,1,0,3167,0
"Little Goose",82190,18239,9412,4293,1015,0,0,0,31,0
"Lower Granite",78886,19727,12470,5072,1039,0,0,16320,11,0
"Lower Monumental",87445,16625,17163,6031,1095,0,0,0,48,0
"McNary",160235,29237,28176,11341,225578,3,0,737966,553,0
"Priest Rapids",70849,3999,2601,0,265085,0,0,5845,1110,0
"Prosser",7760,1909,1446,1349,643,0,0,0,6,0
"Roza",5306,1550,294,247,397,8,0,0,0,0
"Rock Island",67928,6887,1756,937,256026,0,0,0,133,59
"Rocky Reach",45937,3988,1341,694,214689,0,0,0,102,122
"The Dalles",199223,39502,54249,26260,268594,0,0,826968,4420,0
"Tumwater",5837,1188,390,0,32605,0,0,0,0,0
"Wanapum",60994,3538,2290,0,210544,0,0,248,446,0
"Wells",35649,3919,622,327,202336,0,0,0,0,68
"Willamette Falls",34473,1481,21924,0,0,0,0,0,0,0
