"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",250344,48272,122136,53775,315359,4,3,2043925,19253,0
"Ice Harbor",86698,16110,18697,5755,946,0,0,144825,194,0
"John Day",176308,37678,44627,20386,260079,1,1,0,3555,0
"Little Goose",82372,18288,10311,4644,1031,0,0,0,37,0
"Lower Granite",79052,19810,13110,5345,1057,0,0,16581,15,0
"Lower Monumental",87631,16676,19264,6822,1104,0,0,0,60,0
"McNary",161870,29553,33012,13495,225955,3,0,740878,683,0
"Priest Rapids",72558,4174,3369,0,266075,0,0,5991,1382,0
"Prosser",7798,1918,1446,1349,656,0,0,0,6,0
"Roza",5318,1558,294,247,470,8,0,0,0,0
"Rock Island",70142,7188,2271,1205,257633,0,0,0,176,59
"Rocky Reach",48149,4229,1664,841,216480,0,0,0,144,122
"The Dalles",200820,39925,63013,30134,268847,0,0,827338,4788,0
"Tumwater",6241,1230,427,0,36140,0,0,0,0,0
"Wanapum",62725,3677,2995,0,211490,0,0,254,567,0
"Wells",37710,4206,787,402,204883,0,0,0,0,68
"Willamette Falls",34526,1489,21990,0,0,0,0,0,0,0
