"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",766540,134104,331254,110594,315666,118783,7312,2045668,24320,0
"Ice Harbor",126911,33552,171091,43650,958,4154,374,145569,416,0
"John Day",437209,99942,250282,82267,260634,41499,4159,0,5763,0
"Little Goose",119276,34001,158140,39879,1056,4233,748,0,83,0
"Lower Granite",115047,38135,162457,42872,1117,4372,421,16968,48,0
"Lower Monumental",123774,36113,176423,47586,1119,4541,640,0,141,0
"McNary",404237,74283,222079,67731,226533,28580,3476,745984,1502,0
"Priest Rapids",149858,13348,19191,0,266896,10504,830,6387,5195,0
"Prosser",12191,2431,4025,3733,753,5724,400,0,7,0
"Roza",5432,1630,305,252,758,498,4,0,0,0
"Rock Island",94916,13015,17160,7120,259217,14397,741,0,1557,59
"Rocky Reach",69777,8573,13590,5325,218305,4146,217,0,1419,133
"The Dalles",527230,112186,270327,88645,269257,48649,4377,828067,7033,0
"Tumwater",6999,1341,1365,0,39913,741,0,0,0,0
"Wanapum",95306,8645,16103,0,212317,5900,393,320,3182,0
"Wells",50883,7101,10593,4284,207589,2673,20,0,0,68
"Willamette Falls",36292,1997,22934,0,0,10382,2681,0,0,0
