"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",553346,88560,282843,98455,315663,41936,2610,2045668,23909,0
"Ice Harbor",103829,21196,59001,16040,958,194,39,145569,380,0
"John Day",277308,58601,130025,46287,260610,7620,1252,0,5419,0
"Little Goose",94779,21732,36867,12400,1055,74,21,0,81,0
"Lower Granite",88259,22887,34807,12327,1107,10,3,16968,48,0
"Lower Monumental",101729,21754,54287,16771,1119,115,25,0,135,0
"McNary",229752,40975,97607,33592,226463,2851,491,745984,1379,0
"Priest Rapids",87302,8010,12657,0,266892,492,92,6359,4365,0
"Prosser",8490,2025,1526,1427,732,21,6,0,6,0
"Roza",5406,1615,294,247,732,8,0,0,0,0
"Rock Island",79118,10548,10484,4634,259156,137,45,0,1253,59
"Rocky Reach",56996,6589,7586,3171,218247,11,7,0,1160,124
"The Dalles",350912,67642,168139,60424,269245,12096,1760,828067,6777,0
"Tumwater",6943,1334,723,0,39831,1,0,0,0,0
"Wanapum",70721,6080,10543,0,212316,203,46,316,2401,0
"Wells",45742,5979,5184,2236,207526,1,0,0,0,68
"Willamette Falls",35125,1655,22505,0,0,708,286,0,0,0
