"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,291,108,0,-1,0,0,0,0
"Ice Harbor",0,0,158,82,0,0,0,0,0,0
"John Day",1,3,148,70,0,0,1,0,-1,0
"Lower Monumental",0,0,349,144,0,0,0,0,0,0
"McNary",3,0,108,32,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,187,174,0,0,0,0,0,0
"Roza",0,0,0,0,0,6,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",3,0,6,2,0,0,0,0,0,0
"Tumwater",0,0,2,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,468,0,0,0,0,0,0,0
