"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",765555,133935,330576,110324,315666,116559,7225,2045668,24315,0
"Ice Harbor",126709,33525,168486,42529,958,4071,362,145569,416,0
"John Day",436373,99648,248701,81798,260634,41245,4135,0,5769,0
"Little Goose",119000,33862,155498,39148,1056,4172,711,0,83,0
"Lower Granite",114778,37954,158225,41704,1117,4237,410,16968,48,0
"Lower Monumental",123664,36023,170370,45369,1119,4224,634,0,142,0
"McNary",403514,74058,219635,67204,226533,28412,3462,745984,1502,0
"Priest Rapids",148146,13233,19120,0,266896,10337,822,6385,5188,0
"Prosser",11968,2412,3585,3311,753,5351,376,0,7,0
"Roza",5432,1630,302,250,758,323,4,0,0,0
"Rock Island",93338,12945,17057,7077,259217,14000,721,0,1557,59
"Rocky Reach",68204,8500,13429,5251,218305,3977,208,0,1419,127
"The Dalles",526558,111857,269100,88215,269257,48573,4370,828067,7033,0
"Tumwater",6999,1341,1286,0,39913,705,0,0,0,0
"Wanapum",94476,8589,16031,0,212317,5764,386,320,3172,0
"Wells",50209,7065,10414,4205,207589,2475,20,0,0,68
"Willamette Falls",36287,1997,22891,0,0,10211,2651,0,0,0
